s1_entity_id	matched_entity_ids
S1-791737059	S2-126063641,S2-267841936,S2-289687116,S2-444206531,S2-509096468,S2-52599506,S2-561873632,S2-671648823,S3-934938519
S1-792062501	S2-287870706,S3-506725400,S3-689079147,S3-879693264,S3-907417825
S1-792708867	S2-83131326,S2-948206140,S3-394623203,S3-862897230,S3-999707827
S1-792783639	S2-578169624,S2-742959784,S2-861679491,S2-875792518,S3-279360092,S3-292654631
S1-79311902	
S1-79348905	S2-855766852
S1-793918416	S2-16633776,S2-917583629,S2-920341316,S3-179159392,S3-245612191,S3-369040522,S3-390903564,S3-399313793,S3-464906471,S3-502277534,S3-548199280,S3-584282268,S3-61067900,S3-925863158,S3-967871667
S1-794939859	S2-105825202,S2-199301987,S2-649036726,S3-130391093
S1-795013082	S3-255663613,S3-434353263,S3-579255544
S1-796070257	S2-151984586,S2-160936180,S3-596494739,S3-908439307
S1-796252074	S2-524980817,S2-587291586,S2-839565072,S3-265862904,S3-374003179
S1-796466972	S2-432951518,S2-70469320
S1-796946770	S2-204257505,S2-242850992,S2-275490182,S2-555546270,S2-688977679,S2-745096966,S2-998916998,S3-259287814,S3-410188267,S3-600603015,S3-769706430,S3-898793052,S3-96092415
S1-797774718	S2-151469064,S2-843609440,S3-994706509
S1-797931480	S2-467354481,S2-56923250,S2-958588881,S3-240937386,S3-534754371,S3-560147143,S3-843874296
S1-798614243	S2-555310075,S2-657470970,S2-667767683,S3-126328628,S3-445342722,S3-484216970
S1-798655306	S2-388002845,S3-491391950,S3-744639590
S1-798690072	S2-459319221,S2-506044392,S2-51655671,S2-688202493,S3-119773285,S3-138811917,S3-242331124,S3-253825292,S3-316335562,S3-520627887,S3-7061024,S3-721813225,S3-840281286,S3-88817890
S1-798933660	S2-241203741,S2-62063780
S1-799007341	S2-127150109,S2-939272054,S3-553301350
S1-79909809	S2-135529128,S2-248708078,S2-440797169,S2-552780715,S2-989583057,S3-19728636,S3-220565580,S3-354397913,S3-705071780
S1-799107288	S2-850799696,S3-108204729
S1-800049647	S2-769161515,S3-409817664
S1-80041039	S2-269585029,S2-647689325,S3-229211341,S3-469350593,S3-714154269
S1-800603156	S2-399549618,S2-966884764,S3-722938814
S1-800751486	S2-103065548,S2-858880165,S3-704620259,S3-733371580
S1-801681033	S2-972506404,S3-125324430,S3-388452275,S3-580165087
S1-802066128	S2-197337973,S2-202649592,S2-727800358,S2-985038035,S3-184557590
S1-802089450	S2-490936431,S2-570742186,S3-160705589,S3-186978954,S3-586367464,S3-86512359
S1-802545478	S2-293784177,S2-312633981,S2-557395397,S3-5296744
S1-803997391	S2-563984107,S2-863969414,S3-166159795
S1-804012906	S2-606022044,S2-987241694,S3-883758289
S1-804186194	S2-246866867,S2-35062317,S2-368547902,S2-445324101,S2-902883673
S1-805330097	S2-303786154,S3-211175219,S3-946922397
S1-805566251	S2-111890940
S1-805626307	S2-311789399,S2-608681954,S2-615640187,S2-777341211,S3-197752656,S3-848402294
S1-806470281	S2-267895106,S3-130281158,S3-495111388,S3-989465290
S1-807302006	S2-141060787,S2-201781219,S2-33044192,S2-52322856,S2-524980817,S2-629093358,S2-642810454,S2-669459141,S2-68398475,S2-839565072,S2-839627752,S2-937334975,S2-983837825,S3-442076185
S1-807488484	S2-340498806,S2-486647713,S2-90900364,S3-367523488,S3-788893848
S1-807835842	S2-153689866,S2-341252814,S2-348006582,S2-359729136,S2-388397182,S2-500767539,S2-563648251,S2-661208729,S2-669358163,S2-777405885,S2-797678212,S2-828559977,S2-966861698,S2-991011057,S3-189420831,S3-306585942,S3-314366926,S3-363500733,S3-408456846,S3-693189409,S3-793661320
S1-808032311	S3-139393345,S3-68505715,S3-898108241
S1-808539278	S2-50876630,S2-580818734,S3-164040587,S3-649548176,S3-713578604,S3-745223731,S3-967557677,S3-971956598
S1-808684603	S2-248494295,S2-523022303,S2-585485877,S3-19315053,S3-239303458,S3-603268871,S3-668245815
S1-8093191	S2-37898748,S3-529055240,S3-567804226,S3-598267847,S3-88796211
S1-809445753	S2-264393016,S3-104428485,S3-436227548,S3-616753663,S3-792123472,S3-880797128,S3-997281934
S1-80982124	S2-163575357,S3-943277597,S3-98303149
S1-810267703	S2-232622137,S2-297918918,S2-429800765,S3-285154485,S3-421263083,S3-643297940,S3-878608685
S1-81109381	S2-143111512,S2-154146518,S2-569411635,S3-598733061,S3-802830220,S3-871248302,S3-980494335
S1-811501283	S2-112160299,S2-182282325,S2-326460571,S2-336710848,S2-35554040,S2-393794248,S2-394390305,S2-423709852,S2-442290654,S2-454110857,S2-512059400,S2-535152169,S2-536569453,S2-555008182,S2-560640973,S2-573097389,S2-592887725,S2-626711432,S2-6370899,S2-650536091,S2-740236485,S2-756437261,S2-757500657,S2-762552526,S2-773205318,S2-807302533,S2-813048361,S2-825556124,S2-835692087,S2-845304696,S2-856996028,S3-300919578,S3-309993071,S3-354892567,S3-397745064,S3-484828089,S3-495938269,S3-594491381,S3-615890284,S3-648759812,S3-722035209,S3-833196880,S3-840047870,S3-970260854,S3-991173961
S1-81161093	S2-253173086,S3-286912785,S3-350515946,S3-537569421,S3-541423299
S1-81220873	S2-38401746,S2-439504571,S2-59468027,S3-226214353,S3-550903235,S3-79190931
S1-812471256	S2-13865536,S2-517547891,S3-605158390,S3-823407199
S1-81251890	S2-416149707,S2-652920066,S3-479190483
S1-813568198	S2-400347435,S2-610676433,S2-909523423,S2-911167472,S2-94171558,S3-211345381,S3-239213351,S3-370436292,S3-410678088,S3-425737483,S3-532921905,S3-566096098,S3-797873658,S3-833015967,S3-917311936
S1-814260472	S2-545917743,S2-738370156,S3-101483686,S3-155117161,S3-20208690,S3-343726429,S3-567113922,S3-707158241
S1-814990508	S2-190568206,S2-782239430,S3-541753516
S1-815771805	S2-440814763,S2-605875167,S3-970693438
S1-815773786	S2-109985954,S2-159517312,S2-191554899,S2-33811665,S2-604473031,S2-859479998
S1-815873246	S2-835850178,S2-843923802,S2-864167926,S3-388767517,S3-890469539
S1-815940846	S2-664418838,S2-861526276,S3-211462225,S3-417379010
S1-816124055	S2-236447160,S3-157881052
S1-816720987	S3-163945241,S3-168427510
S1-817555708	S2-10564240,S2-234016597,S2-79334571,S2-820035505,S2-88271549,S3-157004379,S3-241800401
S1-817703731	S2-1661398,S2-769228553,S3-322527882,S3-500128210,S3-515080281,S3-700944046
S1-818370427	S2-510167619,S3-125234988,S3-799708575
S1-818610163	S2-148749882,S2-200538849,S2-347799632,S2-621478407,S2-743312826,S3-114597322,S3-303578916,S3-361292125,S3-772966627,S3-795804421,S3-893158330
S1-81883364	S2-33419547,S2-872817508,S3-367095729,S3-717770350,S3-83454763
S1-819367101	S2-363857792,S2-928791747,S2-929136506
S1-820309966	S2-226551598,S2-429263001,S2-628054930,S2-903844674,S2-906036057,S3-151749278,S3-544190317,S3-819343501
S1-820313476	S2-930418813,S3-28533755,S3-453050211,S3-955758063
S1-820737249	S2-16446612,S2-179082589,S2-277138715,S2-405760424,S2-579357908,S3-198152480,S3-661233762,S3-77268553,S3-857796941
S1-820943601	S2-318954767,S2-501106931,S2-692235027,S2-796777445,S3-188582449
S1-822213151	S2-612746724,S2-973885862,S3-23894416,S3-427154012
S1-822283866	S2-143056184,S2-931075577,S3-330111443
S1-822791793	S2-46602328,S3-920139442
S1-823462003	S2-204608862,S3-596795024,S3-613780440,S3-745761661
S1-824854577	S2-180921778,S2-722488241,S2-885480343,S2-944930794,S3-877608440,S3-975072377
S1-826627243	
S1-827674193	S2-55592695,S2-74327344,S3-495162603,S3-501751874
S1-827974420	S2-328161812,S2-485231272,S2-669864957,S2-816326963,S3-519793732,S3-551230208
S1-828992321	S2-446288013,S2-550900279,S3-867650697,S3-986526185
S1-829150577	S2-4473083,S2-553579176,S2-837132400,S3-355271614,S3-448069652,S3-547069874,S3-92063974
S1-829291976	S2-777663156,S3-267560269,S3-54580720,S3-998367614
S1-829436096	S2-187920155,S2-579689876,S2-9570307,S3-498874209,S3-537703858,S3-692025850,S3-87604725,S3-97078324
S1-829601330	S2-308624381,S2-392366495,S2-497984717,S2-59410119,S2-665255706,S2-855988860,S2-936744285,S2-979958092,S3-553158247,S3-822249303
S1-829723080	S3-540992175,S3-840884199
S1-830116571	S2-165536198,S2-213637376,S2-232791885,S2-607364580,S2-843100491,S3-416475349,S3-433073306,S3-456004019,S3-655872136,S3-70296666
S1-830282204	S2-178071790
S1-830864109	S2-176973871,S2-217491241,S2-624727711,S2-777416672,S3-152830660,S3-159746326,S3-579181026,S3-707176091
S1-830990940	S2-359120959,S2-906193269,S3-172376327,S3-199820537,S3-202422753,S3-290364687,S3-434267564,S3-445005571,S3-453651398,S3-809152938,S3-92762652
S1-831468920	S2-803900187,S3-366828736,S3-392345357,S3-612396653,S3-763607487
S1-831913697	S2-190074510,S2-992872015,S3-134834989,S3-366820444
S1-832157141	S2-241284600,S2-983606879
S1-832235928	S2-567415012,S2-67992885,S3-208730742,S3-498937870,S3-616451026
S1-832684923	S2-387477097,S2-464677033,S2-713836549,S3-314068651,S3-513826602,S3-673858672,S3-70006603
S1-833145835	S2-171653904,S2-211074522,S2-434982473,S2-588931427,S2-843273195,S3-149448310,S3-200963613,S3-293335665,S3-311876884,S3-335003414,S3-347611455,S3-449044202,S3-645758444,S3-664739147,S3-692444348,S3-86574447,S3-956173950,S3-985712561
S1-833673416	S2-481736808,S2-899637349,S3-232585516,S3-263340876,S3-471017053,S3-663590988
S1-833767754	S2-35131890,S3-343516864,S3-547087413,S3-737783174,S3-772081186
S1-834950343	S2-111318833,S2-119959444,S2-204682450,S2-248557358,S2-42546172,S2-543560662,S2-616800007,S2-698015041,S2-874622618,S2-920310353,S2-953663424,S2-963453865,S3-151966681,S3-170668977,S3-174960664,S3-317276433,S3-922379767
S1-835190749	S2-12459569,S2-618666926,S2-963082790,S3-576078135,S3-767474595
S1-835645525	S2-723529861,S2-99434895,S3-86563109
S1-835652654	S2-17644887,S2-698233655,S2-753572541,S3-378036986,S3-649920384,S3-969934491
S1-836184494	S2-113387862,S2-306245468,S2-608791989,S2-767952096,S2-78357598,S2-834634969,S2-903630239,S3-317619596,S3-56143484
S1-836322564	S2-58562114,S2-992806907,S3-207494264,S3-435841519
S1-8363423	S2-308066088,S2-807645792,S3-831728666
S1-837542041	S2-128199147,S2-800568759,S2-835758891,S3-33069042,S3-368132362,S3-812456709,S3-889809497,S3-895303811
S1-837759376	S2-223106976,S2-316983964,S2-375075773,S3-184516172,S3-194441545,S3-760783884,S3-831429465,S3-930637830
S1-837821735	S2-742250227,S2-742845752,S2-80620896,S3-157227155,S3-328239139,S3-377325497
S1-838038830	S2-491808857,S2-569099647,S3-255411808,S3-260412616,S3-274384405
S1-838610367	S2-663093980,S2-721958080,S3-70948765,S3-978069899
S1-838775405	S2-437763342,S2-691451325,S2-873593900,S3-724512543,S3-778030768
S1-839353441	S2-1390066,S2-155705046,S2-748382676,S3-147558962,S3-186906465,S3-242655508,S3-246928324,S3-771319751,S3-918417675
S1-839578339	S2-351065489,S2-615293179,S2-960305198,S3-98303149
S1-83964238	S2-241153373,S3-662433717
S1-840617249	S2-983396535,S3-990562059
S1-84092538	S2-737503357,S3-325386031,S3-749297706,S3-925819174,S3-98501120
S1-841275752	S2-262830118,S2-2948604,S2-391688708,S3-43374200,S3-467197335,S3-99481032,S3-995410713
S1-841483054	S2-340262470,S3-318506644
S1-84164853	S2-191779490,S2-711516090,S3-139451507,S3-287113188,S3-895069710
S1-841968366	S2-360573403,S2-447699783,S2-776864035,S3-230401837,S3-293979870,S3-314729283,S3-334586676,S3-477012460,S3-752119427,S3-972005269
S1-843897135	S2-649007879,S3-170187121,S3-405942733,S3-495104565,S3-718681363
S1-844992507	S2-17971984,S2-48660335,S2-749571642,S3-456844399,S3-89651089
S1-845159295	S2-258688039,S2-355544346,S2-476150889,S2-519870111,S2-742021505,S3-392339000,S3-485972515,S3-666060879,S3-678079849,S3-839750296,S3-913516564,S3-95983211
S1-845377062	S2-467006693,S2-896670105,S3-492756483,S3-584087279
S1-846399783	S2-411319667,S3-467852072,S3-593800306
S1-848725980	
S1-849155144	S2-163999517
S1-849543699	S2-136331598,S2-293761796,S2-323463218,S2-570997440,S2-657659083,S2-74282617,S2-999584265,S3-136241923,S3-379487287,S3-493852887,S3-551410993,S3-794991080,S3-923593360
S1-849958134	S2-33046712,S2-787345580,S3-79177468
S1-850177390	S2-234625796,S2-268697395,S2-772671744,S3-43208757,S3-796836015
S1-850199420	S2-762757508,S3-611450804
S1-85054675	S2-37456627,S2-506193365,S2-555334126,S2-763096679,S2-791003579,S2-799736809,S2-831104921,S2-883100563,S3-604659453
S1-850999737	
S1-85186896	S2-288500561,S2-525993968,S3-794163860,S3-936506280
S1-852145137	S2-182282325,S2-19110677,S2-326460571,S2-336710848,S2-35554040,S2-393794248,S2-394390305,S2-419863279,S2-423709852,S2-454110857,S2-512059400,S2-535152169,S2-541814074,S2-546054953,S2-560640973,S2-573097389,S2-573193922,S2-626711432,S2-6370899,S2-644542231,S2-650536091,S2-757500657,S2-762552526,S2-773205318,S2-781376665,S2-807302533,S2-825556124,S2-835692087,S2-845304696,S2-86233982,S2-996093838,S3-110122286,S3-143188136,S3-155496030,S3-200529141,S3-270235820,S3-309993071,S3-330811710,S3-354510737,S3-378297517,S3-431183124,S3-452258301,S3-495938269,S3-52050245,S3-573389967,S3-580899591,S3-592128417,S3-648759812,S3-814321154,S3-840047870,S3-965268423
S1-852840116	S2-870084872,S2-974673776,S3-71193728,S3-910786125
S1-853050504	S2-152366606,S2-166953975,S2-264937556,S2-577986514,S2-850704619,S2-854867872,S2-929333429,S3-306998959,S3-351732894,S3-395901008,S3-408987529,S3-430997878,S3-459512791,S3-511942940,S3-561998225,S3-586483194,S3-716147816,S3-857069806,S3-941884224,S3-965486297
S1-853779370	S2-255370424,S2-342101031,S2-380936165,S2-584335982,S2-703161210,S2-804418145,S2-847435430,S2-900122820,S2-943673401,S3-156158207,S3-203925875,S3-232153076,S3-241912170,S3-311873041,S3-357899115,S3-381838959,S3-386182661,S3-47248793,S3-736700276,S3-737070823,S3-860260824,S3-949928855,S3-972530364
S1-85448089	S2-213387019,S2-220440977,S2-232680631,S2-325947595,S2-380582076,S2-576765768,S2-820250366,S2-859529249,S2-968229319,S3-183345394,S3-417807669,S3-696400820,S3-860337306
S1-854600583	S2-125255351,S2-177617743,S2-244093673,S2-857384405,S3-812122435
S1-85478968	S2-491128448,S2-589886262,S2-611052148,S2-72516972,S2-888664329,S2-921615624,S3-683228659
S1-854973920	S2-102696176,S2-368959616,S2-400075636,S2-507209028,S2-602387618,S2-651540827,S2-90237016,S3-148575054,S3-246390330,S3-852759180
S1-855170340	S2-824750411,S3-357249045,S3-442522996,S3-846668019,S3-947780902
S1-85612284	S2-338961033,S2-828147945
S1-85617707	S2-517104162,S3-438164874,S3-57923791,S3-726019643
S1-856283073	S2-147360896,S2-149682379,S2-451160286,S2-460330204,S2-751922404,S2-783423076,S3-588870858,S3-934962651
S1-858112592	S2-485253778,S2-755742361,S3-322104090,S3-525751309,S3-653746323
S1-858704104	S2-392326363,S2-477695106,S2-635410345,S2-894605892,S3-972592615,S3-991963910
S1-858750743	S2-274098509,S2-342954833,S2-747421506,S2-958206033,S3-116779508,S3-234311938,S3-261059356,S3-26946919,S3-291067615,S3-347919774,S3-361600237,S3-362806086,S3-414288615,S3-485872469,S3-504931169,S3-51217466,S3-524358428,S3-676878467,S3-697531401,S3-80816506,S3-885258639
S1-858856995	S2-358019932,S2-487214315,S2-863364933,S2-928965703,S3-424003421
S1-859067655	S3-882902543,S3-936608747
S1-859391813	S2-332334976,S3-259530248,S3-551817538,S3-575174392
S1-859830922	S2-731720613,S2-768510139,S3-397702521,S3-444622674,S3-901052065
S1-859978210	S2-120871036,S2-273968073,S2-705523254,S2-880849698,S3-578868731
S1-860899341	S2-414221190,S2-926450946,S3-141247909,S3-6928643
S1-860990724	S2-963912635,S3-349722293
S1-861109728	S2-329907024,S2-341252814,S2-388397182,S2-552696559,S2-563648251,S2-661208729,S2-669358163,S2-720472883,S2-828559977,S2-850861897,S2-96015053,S2-98234660,S2-991011057,S2-992442827,S3-119080101,S3-23894416,S3-416698127,S3-51260644,S3-687492653,S3-793661320,S3-915149355
S1-861192805	S2-874399225,S3-677172988
S1-861280824	S2-41664145,S2-669534999,S3-164908381,S3-814537453
S1-861350543	S2-138931165,S3-181711233,S3-537929987,S3-730344938
S1-86266827	S2-178759326,S2-657575654,S2-768263019,S2-885849072,S3-214216583,S3-273999350,S3-358869473,S3-539064169,S3-560492006,S3-571852962,S3-578135361,S3-595294463,S3-703817183,S3-772104527,S3-878006604
S1-863025141	S2-120336473,S2-131641546,S2-145965732,S2-161958157,S2-165839990,S2-169050415,S2-174422048,S2-182122788,S2-200888854,S2-204682450,S2-204742663,S2-215193704,S2-215814288,S2-259878524,S2-298561658,S2-303822688,S2-325156267,S2-325279316,S2-338986169,S2-343051226,S2-420842425,S2-427307144,S2-435854364,S2-43824315,S2-440579789,S2-455086001,S2-457586459,S2-4735407,S2-508600912,S2-512319081,S2-535280372,S2-560167906,S2-563054809,S2-590222088,S2-615968375,S2-621957046,S2-633750945,S2-634466562,S2-649240822,S2-712885947,S2-715443756,S2-716605032,S2-717079231,S2-725748984,S2-731610758,S2-747949834,S2-751975734,S2-761229407,S2-765185639,S2-80429049,S2-816581314,S2-853136988,S2-871266650,S2-892175071,S2-910454358,S2-925664698,S2-927734185,S3-128515999,S3-136218983,S3-158981602,S3-180445801,S3-356998661,S3-419495997,S3-446250007,S3-467572009,S3-51126832,S3-528267893,S3-604628886,S3-609144702,S3-789324339,S3-812163751,S3-991528256
S1-863322702	S2-131641546,S2-204682450,S2-215814288,S2-303822688,S2-427307144,S2-615968375,S2-621957046,S2-633750945,S2-649240822,S2-717079231,S2-910454358,S2-98521551,S3-392513028,S3-604628886,S3-985262589
S1-863356564	S2-675375812
S1-863367422	S2-336024415,S3-608574390,S3-845371691,S3-904875932
S1-864330163	S2-549343042,S2-903773470,S3-404533318,S3-568439668,S3-661823203
S1-864378680	S2-450258177,S3-313536398
S1-864432243	S2-199024532,S2-354240838,S2-807879938,S3-239793784
S1-86505350	S2-137478964,S2-17898239,S2-485919723,S2-597724137,S2-820939646,S2-961978414,S3-190574300,S3-414013230,S3-486642737,S3-574233378,S3-679004696,S3-783364501,S3-869723131,S3-985262589
S1-865291066	S2-197337973,S2-275005288,S3-323123439,S3-609518047,S3-943368706
S1-865786359	S2-227437167,S2-568974842,S2-720758199,S2-793958704,S2-816400489,S2-912109985,S3-260241635,S3-493691510,S3-505741563,S3-638017097,S3-814337744
S1-865968474	S2-11976805,S2-3273281,S2-345246697,S2-46963561,S2-526218969,S2-735577906,S2-750594241,S2-801509414,S2-92758684,S3-229729206
S1-866127638	S2-104074397,S2-20971571,S2-59791488,S2-622172327,S3-634101044
S1-866555515	S3-711312188
S1-866695102	S2-645235189,S3-82308391,S3-890756215
S1-868540007	S2-549116951,S2-606217514,S2-66462551,S2-87218332,S3-131389958,S3-275062131,S3-707684023
S1-869119782	S2-205850537,S2-6104655,S3-380435766
S1-869925058	S2-441120673,S2-529311118,S3-351429941,S3-995752941
S1-870334409	S2-306932669,S2-763537866,S3-99513876
S1-870627432	S2-504429730,S3-349059722
S1-870826773	S2-448620241,S3-269223098,S3-332732979,S3-364961556,S3-769936823
S1-870827144	S2-384177942,S3-429653381,S3-755651826
S1-872286983	S2-807570919,S2-88864336,S3-505598253
S1-872455454	S3-218400707,S3-888901036
S1-872474399	S2-108686053,S2-502189206,S3-108681442,S3-589712170
S1-87252645	S2-20197112,S2-83209191,S3-349880060,S3-705735361
S1-872632176	S3-239280409,S3-283350339,S3-450473397,S3-463455267
S1-873184948	S2-134965761,S2-813605404,S2-859045081,S2-87584172,S3-328410609,S3-835848015
S1-873493946	S2-760832811,S3-36140621
S1-873495058	S2-11659098,S2-507627136,S2-627191362,S2-807302533,S3-350076791,S3-879740661
S1-873511399	S2-281976678,S2-327600750,S2-481916263,S2-563378805,S3-260309364,S3-730166206,S3-799747614,S3-946343409
S1-874469872	S2-53734547,S2-754124588,S3-191981404,S3-249914777,S3-444430739,S3-666019997,S3-969010408
S1-874951354	S2-18266794,S2-701190666,S3-331020357,S3-582418448,S3-858026652,S3-880970349,S3-922626468
S1-875171510	S2-317735885,S2-721693258,S3-497052583,S3-559838132,S3-687447915,S3-989942596
S1-87539810	S2-197434608,S2-37456627,S2-491404696,S2-506193365,S2-621478407,S2-75277626,S2-799736809,S2-831104921,S2-853348557,S2-883100563,S2-884603825,S2-895785554,S2-901933207,S3-159137142,S3-170950757,S3-313476633,S3-465155369,S3-603273867
S1-875578999	S2-430825761,S2-721468972,S2-745926940,S3-102888628,S3-395824858,S3-555474859,S3-612802419,S3-841947151
S1-875971588	S2-186541668,S2-451160286,S2-751922404,S3-251849071,S3-417670545,S3-759235492
S1-876328780	S2-418121575,S2-517038119,S3-256093621,S3-612691510,S3-903387912
S1-877042064	S2-672478738,S2-720472883,S2-96015053,S3-227543133,S3-479071682
S1-877197189	S2-244537562,S2-328982463,S2-693826016,S3-973144174
S1-877530500	
S1-878393641	S2-23540421,S2-253649621,S2-317930744,S2-367982353,S2-431668184,S2-440549681,S2-523827512,S2-591915874,S2-59664975,S2-657442401,S2-775681082,S2-87561880,S2-98828743,S3-880172685
S1-878542817	S2-493056942,S2-845273275,S3-129609372,S3-499114947,S3-587999538,S3-638482003,S3-811589032
S1-878637515	S2-17611543,S2-261173769,S2-515116889,S2-54253714,S2-745265427,S2-998561065,S3-450166287,S3-910324574,S3-946783384
S1-879634724	S2-385300725,S2-390137890,S2-404883036,S2-835961754,S3-86221974,S3-931216800,S3-939791573
S1-880131715	S3-615890284
S1-880210123	S2-244987771,S3-401930322,S3-813964683
S1-880270517	S2-343932935,S2-455652264,S2-509749228,S2-878452876,S3-455517696
S1-880584548	S2-56539626,S2-769726820,S3-128573392
S1-880695484	S2-87313147,S2-962673011,S3-34266845,S3-826648454,S3-900318394
S1-881678113	S2-185165823,S2-195191008,S2-589639655,S2-604491668,S2-734111413,S2-794412891,S2-798777460,S2-880146032,S2-92748803,S3-129154956,S3-194811376,S3-20630611,S3-271040318,S3-499007061,S3-5130339,S3-576210005,S3-845727465
S1-882738333	S2-969512106,S3-163396996
S1-883242088	S2-604849314
S1-883458833	S2-313101240,S2-407697971,S2-692165762,S2-709348523,S3-346285023
S1-884091462	S2-258594060,S2-291663438,S2-307364362,S2-68398475,S2-727530092,S2-793527584,S2-836428321,S2-882419871,S2-983837825,S3-128667033,S3-16130388,S3-183722238,S3-491301635,S3-597778423,S3-70857949,S3-831513657,S3-896458188
S1-884116569	S2-610327087,S2-620597300,S2-968879793,S3-706863831,S3-85341972,S3-975879154
S1-885082275	S3-267207424
S1-88528946	S2-69199286,S2-961730887,S3-196071987
S1-885613758	S3-252936505,S3-891768955
S1-885693586	S2-33295207,S2-775529425,S3-723794075
S1-886488950	S2-215361123,S2-241829327,S2-514255523,S2-555201046,S2-7062380,S3-465185414,S3-874576464
S1-887193215	S2-123001655,S2-261258994,S2-584832454,S2-66239276,S2-672179202,S2-67246171,S3-452078447,S3-617214170,S3-732665051,S3-749935247
S1-887329909	S3-17100693,S3-518051304,S3-559624455
S1-887330773	S2-21519551,S2-245265217,S2-50915233,S2-632441153,S3-632478190,S3-729214375
S1-88847491	S2-303860049,S2-588028569,S2-711309481,S3-353236192,S3-438882077,S3-533769679,S3-760816136,S3-815190806
S1-889811311	S2-397373419,S2-86574923,S3-53124527
S1-889837230	S2-147992527,S2-627836451,S3-176303336
S1-890597401	
S1-89086614	S2-256755887,S2-588872212,S3-247091246
S1-891632161	S3-454580123
S1-891676475	S3-627043514,S3-843838204
S1-891768544	S2-110142225,S2-140956663,S2-449421220,S2-554506939,S2-843642494,S3-552875438,S3-765982420,S3-918803559
S1-892308754	S2-203398796,S2-311236982,S3-229796430,S3-43422975
S1-892459679	S2-187179635,S2-818682179
S1-892536064	S2-338007293,S2-609381956,S2-905378417
S1-892636549	S2-557844878,S2-790756095,S2-802669216,S3-124729754
S1-894242013	S2-556495352,S3-705889035,S3-972122235
S1-89481048	S2-196253826,S2-512062356,S2-590669928,S2-637791779,S3-305179892,S3-425205257,S3-639532825,S3-711410478,S3-883160294
S1-895266962	S2-952723326,S3-158270691,S3-505971403
S1-89545333	S2-471743935,S3-300321894,S3-499959015,S3-846148960
S1-895694690	S3-129674186,S3-243605365,S3-507249714,S3-695264566,S3-808036318
S1-897032402	S2-119959444,S2-204682450,S2-486627040,S2-487624450,S2-616800007,S2-737316263,S2-851080744,S2-920310353,S2-953663424,S3-39651561,S3-705433982
S1-897162670	S2-465091245,S2-689645730,S2-69199286,S2-806859109,S3-558951159
S1-898275374	S2-283523545,S2-438932275,S2-614411468,S2-723312313,S2-840825782,S3-5644729
S1-898343199	S2-862163406,S2-931601867,S3-266897815
S1-898667491	S2-709072776,S3-627661285
S1-898699979	S2-16633776,S2-20373993,S2-346064144,S2-995645976,S3-161751482,S3-179159392,S3-205561383,S3-277172448,S3-320052429,S3-550052523
S1-898791058	S2-237571156,S2-357188721,S2-548307340,S2-624714754,S2-984996408,S3-497719517,S3-695099886
S1-899826806	S2-11976805,S2-16767780,S2-257378116,S2-264522226,S2-345246697,S2-368962949,S2-396312107,S2-48543925,S2-558160267,S2-667908652,S2-750594241,S2-834371692,S2-870382015,S2-876951696,S2-885375432,S2-894765413,S2-946470401,S2-95242395,S3-121105013,S3-265959422,S3-400383706,S3-865593574,S3-909815760
S1-899990336	S2-153078945,S2-316883100,S2-448717479,S3-277095861,S3-329422535
S1-900121561	S2-552287817,S3-282037603,S3-454178825
S1-900250986	S2-425901269,S2-794847205,S2-882419871,S2-929883513,S3-439429498,S3-997857573
S1-900323032	S2-37329045
S1-900472736	S2-591604636,S2-669375365,S2-686732504,S3-118822193,S3-212352712,S3-218352162,S3-248588155,S3-445201942,S3-458716733,S3-469091286
S1-900887523	S2-241153373,S2-380936165,S2-38220478,S3-653796032
S1-901555211	S2-840787454,S3-613548153
S1-901811881	S3-848688762
S1-90181809	S2-193978912,S2-506259490,S2-613808373,S2-855631053,S2-880849698,S3-49024099,S3-668876246,S3-752238930,S3-77260886,S3-851291426,S3-943022251
S1-902002553	S2-148849701,S2-48485736,S2-563856920,S2-576188649,S2-848151427,S3-600502038,S3-622224246,S3-897291467
S1-902018292	S2-486632435,S2-913727509,S3-156386206,S3-653119815
S1-902387642	S2-112895225,S2-257611225,S2-274654578,S2-510839341,S3-186436830,S3-19381088,S3-367696080,S3-73043259
S1-904061827	S2-822728221,S3-408926835
S1-904762498	S2-138417510,S2-18656006,S2-476803795,S3-260543665
S1-90500381	S2-105336046,S2-145541095,S2-146168155,S2-154956498,S2-178436879,S2-185848061,S2-228110241,S2-320249427,S2-341158802,S2-351007231,S2-409768810,S2-462284578,S2-463917274,S2-489235727,S2-501988747,S2-504942597,S2-553074112,S2-554506939,S2-554964127,S2-555350610,S2-599230042,S2-863921089,S2-915595556,S2-933935042,S2-936409038,S3-399802954,S3-534125886,S3-864693765
S1-9052517	S2-669169344,S2-804729417,S2-919151745,S3-204661527
S1-905533273	S2-316201794,S2-357415601,S2-721266708,S3-208556964,S3-407178114,S3-465592404,S3-807328948
S1-905716868	S2-34947910,S2-624584232,S3-135663844,S3-386027783,S3-558905504,S3-75827917
S1-905869722	S2-128083635,S2-228533173,S2-272451550,S2-758884988,S2-798355890,S3-142541492,S3-532930423,S3-774353943,S3-870625256
S1-906815673	S2-431459709,S2-530649869,S3-331028691,S3-738877489
S1-9070267	S2-137153167,S2-229815432,S3-620547824
S1-907416952	S2-118137720,S2-391654399,S2-454371165,S2-469593559,S3-181003009,S3-308936294
